contributors_enabled,created_at,default_profile,default_profile_image,description,entities,favourites_count,follow_request_sent,followers_count,following,friends_count,geo_enabled,has_extended_profile,id,id_str,is_translation_enabled,is_translator,lang,listed_count,location,name,notifications,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_banner_url,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,protected,screen_name,statuses_count,time_zone,translator_type,url,utc_offset,verified,knownBot
False,Mon Aug 13 15:20:18 +0000 2007,False,False,"Tie-loathing adventurer, philanthropist & troublemaker, who believes in turning ideas into reality. Otherwise known as Dr Yes at @virgin!",{'urls': []},0,False,12551702,False,3837,True,False,8161232,8161232,False,False,en,48331,,Richard Branson,False,FFFFFF,http://pbs.twimg.com/profile_background_images/400255522/RByoutube.jpg,https://pbs.twimg.com/profile_background_images/400255522/RByoutube.jpg,False,https://pbs.twimg.com/profile_banners/8161232/1507798274,http://pbs.twimg.com/profile_images/876792863459352577/SBLRu4VV_normal.jpg,https://pbs.twimg.com/profile_images/876792863459352577/SBLRu4VV_normal.jpg,2FC2EF,181A1E,252429,CC0000,True,False,richardbranson,19906,London,regular,http://t.co/pWM2y98gTu,3600,True,0
False,Fri Oct 19 07:04:49 +0000 2007,False,False,"Founder of BASSG, LLC. Software Solutions for Energy Efficient, Intelligent Buildings. Analytics, Actionable Intelligence.",{'urls': []},168,False,806,False,1214,False,False,9537192,9537192,False,False,en,62,"Austin, TX",Alper Üzmezler,False,FFFFFF,http://pbs.twimg.com/profile_background_images/515721635798589440/Kdfeh-rv.jpeg,https://pbs.twimg.com/profile_background_images/515721635798589440/Kdfeh-rv.jpeg,False,https://pbs.twimg.com/profile_banners/9537192/1508452529,http://pbs.twimg.com/profile_images/921142912750043138/EOTi51FS_normal.jpg,https://pbs.twimg.com/profile_images/921142912750043138/EOTi51FS_normal.jpg,E30A17,FFFFFF,DDEEF6,333333,False,False,alperatx,96,Eastern Time (US & Canada),none,https://t.co/nZizclttqm,-14400,False,0
False,Sat Nov 10 21:39:59 +0000 2007,False,False,Writer. Actor. Anthropologist. Geek.,{'urls': []},12412,False,1421,False,1445,False,False,10136872,10136872,True,False,en,152,Texas,Fazia Begum Rizvi,False,D9BA59,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/10136872/1498535962,http://pbs.twimg.com/profile_images/537347315590119425/qCRk2e7M_normal.jpeg,https://pbs.twimg.com/profile_images/537347315590119425/qCRk2e7M_normal.jpeg,404040,FFFFFF,FEFFCC,333333,False,False,faziarizvi,47259,Mountain Time (US & Canada),none,https://t.co/lcZQi5rv4D,-21600,False,0
False,Sun Mar 16 11:41:49 +0000 2008,False,False,"ITV (pol ed), Speakers for Schools (founder), writer (WTF), Arsenal (East Stand), Peston on Sunday (Peston) - not always in that order",{'urls': []},76,False,900622,False,1191,False,False,14157134,14157134,False,False,en,7340,,Robert Peston,False,FFFFFF,http://pbs.twimg.com/profile_background_images/174802739/bbc_twitter_template1280b.jpg,https://pbs.twimg.com/profile_background_images/174802739/bbc_twitter_template1280b.jpg,False,https://pbs.twimg.com/profile_banners/14157134/1507648889,http://pbs.twimg.com/profile_images/917410529857204225/FbzBOtbX_normal.jpg,https://pbs.twimg.com/profile_images/917410529857204225/FbzBOtbX_normal.jpg,1F527B,CCCCCC,FFFFFF,5A5A5A,False,False,Peston,18722,London,none,https://t.co/4QnCHBWFnP,3600,True,0
False,Thu Apr 10 17:24:24 +0000 2008,False,False,working in social media in higher ed / marathon & ultramarathon runner / @cityrunningtour PHL manager / squirrel lover / #Rocky50k organizer / MPH student,{'urls': []},17615,False,1444,False,1948,True,True,14353226,14353226,False,False,en,90,"Philadelphia, PA",Rebecca Barber,False,ACDED6,http://pbs.twimg.com/profile_background_images/723290402/e2fc0cfff80103f706a6a4b3119f93d2.png,https://pbs.twimg.com/profile_background_images/723290402/e2fc0cfff80103f706a6a4b3119f93d2.png,True,https://pbs.twimg.com/profile_banners/14353226/1511995506,http://pbs.twimg.com/profile_images/746764884570841089/JfW--XbL_normal.jpg,https://pbs.twimg.com/profile_images/746764884570841089/JfW--XbL_normal.jpg,333333,EEEEEE,F6F6F6,038543,True,False,rebthebarber,21064,Eastern Time (US & Canada),none,,-14400,False,0
False,Mon Apr 14 10:11:30 +0000 2008,True,False,Immer auf die volle Stunde eine Nachricht mit der Zeit.,{'urls': []},24,False,12440,False,0,False,False,14383393,14383393,False,False,en,426,GMT+1,zurvollenstunde,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/1200663831/10_normal.jpg,https://pbs.twimg.com/profile_images/1200663831/10_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,zurvollenstunde,86933,Bern,none,http://t.co/9nKEdcu5NT,7200,False,1
False,Wed Apr 23 15:00:55 +0000 2008,False,False,"Politics, NYC, baseball, beer. Views are my own.",{'urls': []},6049,False,3870,False,691,True,True,14494946,14494946,False,False,en,279,"Brooklyn, NY",Ben K.,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,https://pbs.twimg.com/profile_banners/14494946/1392763513,http://pbs.twimg.com/profile_images/865576685873356800/O85eW-Pf_normal.jpg,https://pbs.twimg.com/profile_images/865576685873356800/O85eW-Pf_normal.jpg,0084B4,A8C7F7,C0DFEC,333333,True,False,benyankee,179332,Eastern Time (US & Canada),none,,-14400,False,0
False,Thu Apr 24 04:09:17 +0000 2008,False,False,"Disruptive lean startup product & systems agile engineer. Ambitious & curious creator, I love exploring, designing, creating and building new, exciting stuff.",{'urls': []},35,False,673,False,164,True,True,14506594,14506594,False,False,en,44,"Boulder, CO",Keith Pieper,False,EDECE9,http://pbs.twimg.com/profile_background_images/552259608576671744/vsZpWvkg.jpeg,https://pbs.twimg.com/profile_background_images/552259608576671744/vsZpWvkg.jpeg,False,https://pbs.twimg.com/profile_banners/14506594/1499206761,http://pbs.twimg.com/profile_images/659819820372750336/lwArKmfg_normal.jpg,https://pbs.twimg.com/profile_images/659819820372750336/lwArKmfg_normal.jpg,088253,D3D2CF,E3E2DE,634047,True,False,kpieper876,2074,Mountain Time (US & Canada),none,https://t.co/lg7ZJ1FSN1,-21600,False,1
False,Thu Apr 24 22:46:54 +0000 2008,False,False,Jeopardy is legit my favorite show on tv.,{'urls': []},235,False,203,False,413,True,False,14519059,14519059,False,False,en,4,"Durham, NC",Joe Huber,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,,http://pbs.twimg.com/profile_images/886274684852912128/TAPL9BIJ_normal.jpg,https://pbs.twimg.com/profile_images/886274684852912128/TAPL9BIJ_normal.jpg,0084B4,A8C7F7,C0DFEC,333333,True,False,joehuber,2024,Eastern Time (US & Canada),none,,-14400,False,0
False,Thu May 08 14:31:51 +0000 2008,False,False,"Business thinker and author, keynote speaker, Proteus founder, wife/mom/grandma/sister/friend, finder of clarity in chaos. #leadership #bebadfirst #culture",{'urls': []},4362,False,25118,False,22713,True,False,14700874,14700874,False,False,en,622,New York,Erika Andersen,False,FFFFFF,http://pbs.twimg.com/profile_background_images/596793234/hlp504o2r4p81kxjxr0d.jpeg,https://pbs.twimg.com/profile_background_images/596793234/hlp504o2r4p81kxjxr0d.jpeg,False,https://pbs.twimg.com/profile_banners/14700874/1416325004,http://pbs.twimg.com/profile_images/2349578924/3d6b7ovhth0bp4ii9h9k_normal.jpeg,https://pbs.twimg.com/profile_images/2349578924/3d6b7ovhth0bp4ii9h9k_normal.jpeg,70AEFF,FFFFFF,044FD1,1A1A1A,True,False,erikaandersen,12455,Eastern Time (US & Canada),none,https://t.co/Lhl98VQCUs,-14400,False,0
False,Fri Jun 20 21:36:33 +0000 2008,False,False,floppy driven,{'urls': []},4658,False,541,False,2904,True,False,15184649,15184649,False,False,pt,14,Rio de Janeiro - RJ BR,Bruno Longo,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,https://pbs.twimg.com/profile_banners/15184649/1399912658,http://pbs.twimg.com/profile_images/258917577/mipeqSquare_normal.jpg,https://pbs.twimg.com/profile_images/258917577/mipeqSquare_normal.jpg,2FC2EF,181A1E,252429,666666,True,False,BrnLng,1170,Brasilia,none,http://t.co/ViyyF2xNf5,-10800,False,0
False,Mon Jul 14 20:22:40 +0000 2008,False,False,Passionné par le digital & l'innovation. J'édite une newsletter Chatbot / IA. Lisez là ici : https://t.co/XxwOoweGxv,"{'urls': [{'url': 'https://t.co/XxwOoweGxv', 'indices': [93, 116], 'expanded_url': 'http://bit.ly/2nQ5ZN3', 'display_url': 'bit.ly/2nQ5ZN3'}]}",6781,False,4187,False,13,True,False,15431761,15431761,False,False,en,398,"Paris, France",Laurent Eskenazi,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,https://pbs.twimg.com/profile_banners/15431761/1505302568,http://pbs.twimg.com/profile_images/917992723134795778/KkGf892c_normal.jpg,https://pbs.twimg.com/profile_images/917992723134795778/KkGf892c_normal.jpg,D02B55,000000,99CC33,3E4415,True,False,leskenazi,6288,Paris,none,https://t.co/XxwOoweGxv,7200,False,0
False,Fri Jul 25 14:02:11 +0000 2008,False,False,Excel. At life.,{'urls': []},15365,False,186,False,191,False,False,15598083,15598083,False,False,en,0,=Vlookup(),Spreadsheeticus,False,1A1A1A,http://pbs.twimg.com/profile_background_images/36636883/364.jpeg,https://pbs.twimg.com/profile_background_images/36636883/364.jpeg,False,,http://pbs.twimg.com/profile_images/985963219771473921/gb2gNfmK_normal.jpg,https://pbs.twimg.com/profile_images/985963219771473921/gb2gNfmK_normal.jpg,1E9800,E3E3E3,CFCFCF,333333,True,False,spreadsheeticus,7733,Central Time (US & Canada),none,,-18000,False,0
False,Sat Jul 26 04:08:57 +0000 2008,True,False,"Proud to be a #carriefisher RIP and star wars fan, International Student Advisor at the University of Worcester.",{'urls': []},1331,False,194,False,292,False,False,15607540,15607540,False,False,en,3,"West Midlands, England",linbel,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/816565202200231936/-a_j65RN_normal.jpg,https://pbs.twimg.com/profile_images/816565202200231936/-a_j65RN_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,linbel,2204,London,none,,3600,False,0
False,Mon Sep 01 14:18:16 +0000 2008,False,False,"Wordsmith, Vocalist, Loyal member of #Resist #NeverAgain “The job of the newspaper is to comfort the afflicted and afflict the comfortable."" 🌊",{'urls': []},88415,False,849,False,996,False,False,16082694,16082694,False,False,en,9,,Linda Horrell,False,352726,http://pbs.twimg.com/profile_background_images/19256687/Beach.jpg,https://pbs.twimg.com/profile_background_images/19256687/Beach.jpg,True,https://pbs.twimg.com/profile_banners/16082694/1488983345,http://pbs.twimg.com/profile_images/965802762154934272/xRMt_6-P_normal.jpg,https://pbs.twimg.com/profile_images/965802762154934272/xRMt_6-P_normal.jpg,353B36,184696,748EB0,040A0F,True,False,Lhorrell,30746,Kabul,none,,16200,False,0
False,Wed Sep 03 18:07:23 +0000 2008,False,False,"Take no part in the unfruitful works of darkness, but instead expose them. Eph 5:11 #Jesus #2A #WeThePeople #GreatAwakening #MAGA🇺🇸#KAG #QAnon #WakeUp 👀| No DMs",{'urls': []},16358,False,2560,False,3073,False,False,16116764,16116764,False,False,en,0,,Erαlєssє 🇺🇸,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,True,https://pbs.twimg.com/profile_banners/16116764/1508930226,http://pbs.twimg.com/profile_images/925339623647260672/-81x8H3C_normal.jpg,https://pbs.twimg.com/profile_images/925339623647260672/-81x8H3C_normal.jpg,19964B,FFFFFF,FFFFFF,333333,True,False,Eralesse,6380,Central Time (US & Canada),none,,-18000,False,0
False,Wed Sep 17 15:40:01 +0000 2008,False,False,"Spokesman, @JewishAgency for Israel. Previously at @IDFSpokesperson, @HillelIntl, @HouseForeign, @IsraelinUSA. Pretty Jewish. No big whoop. avi@avimayer.com",{'urls': []},15382,False,60007,False,7680,False,True,16330790,16330790,False,False,en,1055,"Jerusalem, Israel 🇮🇱",Avi Mayer,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,https://pbs.twimg.com/profile_banners/16330790/1401452078,http://pbs.twimg.com/profile_images/729121351773065216/ONP_kpol_normal.jpg,https://pbs.twimg.com/profile_images/729121351773065216/ONP_kpol_normal.jpg,293E6B,FFFFFF,99CC33,3E4415,True,False,AviMayer,65254,Jerusalem,regular,https://t.co/WOVyWuuwqG,10800,True,0
False,Wed Oct 22 13:43:42 +0000 2008,False,False,"Education, Flaneur, Digitalisation—Tweets German & English—#EDchatDE Founder—https://t.co/3LdzrjSYSW || Foto: Goethe-Institut/Bernhard Ludewig","{'urls': [{'url': 'https://t.co/3LdzrjSYSW', 'indices': [77, 100], 'expanded_url': 'https://www.instagram.com/torstenlarbig/', 'display_url': 'instagram.com/torstenlarbig/'}]}",5946,False,19677,False,13611,True,False,16905397,16905397,False,False,de,612,"Frankfurt am Main, Deutschland",Torsten Larbig,False,1A1B1F,http://pbs.twimg.com/profile_background_images/3248110/DSCF4726.jpg,https://pbs.twimg.com/profile_background_images/3248110/DSCF4726.jpg,False,https://pbs.twimg.com/profile_banners/16905397/1522752558,http://pbs.twimg.com/profile_images/969705141644410880/MJasCoOk_normal.jpg,https://pbs.twimg.com/profile_images/969705141644410880/MJasCoOk_normal.jpg,1B95E0,000000,252429,666666,True,False,herrlarbig,62922,Bern,regular,https://t.co/VRgsX8eVR2,7200,False,0
False,Tue Nov 04 20:53:11 +0000 2008,True,True,,{'urls': []},218,False,313,False,1534,False,False,17168396,17168396,False,False,en,1,,DeplorableMdub,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,DeplorableMdub,233,Quito,none,,-18000,False,0
False,Tue Nov 11 12:50:00 +0000 2008,False,False,"Underappreciated educator, overappreciated auntie, unknown writer, untapped resource, unsung goofball, part-time vegan, Aries. #RESISTANCE (and stuff).",{'urls': []},19307,False,347,False,564,False,True,17308959,17308959,False,False,en,2,The Evergreen Beaver State,Auntie Vangoe,False,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,https://pbs.twimg.com/profile_banners/17308959/1521170976,http://pbs.twimg.com/profile_images/1767511564/imagejpg-1970578_p9_normal.jpg,https://pbs.twimg.com/profile_images/1767511564/imagejpg-1970578_p9_normal.jpg,FF691F,F2E195,FFF7CC,0C3E53,True,False,vangoe,7946,America/Los_Angeles,none,,-25200,False,0
False,Wed Nov 12 18:35:21 +0000 2008,False,False,"Illustrator, designer, maker of things and visual translator. Foodie, unapologetic progressive, marathon running, state champion monkey skater",{'urls': []},108,False,543,False,668,False,False,17345347,17345347,False,False,en,44,Portland Oregon,KarynServin,False,FAFFF0,http://pbs.twimg.com/profile_background_images/432401802/lemons4.png,https://pbs.twimg.com/profile_background_images/432401802/lemons4.png,False,,http://pbs.twimg.com/profile_images/955916645045710849/I_Dis_KU_normal.jpg,https://pbs.twimg.com/profile_images/955916645045710849/I_Dis_KU_normal.jpg,990000,DFDFDF,F3F3F3,333333,True,False,KarynServin,1085,Pacific Time (US & Canada),none,http://t.co/g0HFEFNKRD,-25200,False,0
False,Fri Nov 21 02:59:57 +0000 2008,False,False,Christian | Homeschool mom | Birthmom | #MAGA Conservative | 2016 Flagler County Trump Chair | I Block Trolls,{'urls': []},19279,False,4438,False,4915,True,False,17529875,17529875,False,False,en,171,"Palm Coast, FL",Anne-Marie Shaffer,False,2B8B83,http://pbs.twimg.com/profile_background_images/9051184/TwitBG.jpg,https://pbs.twimg.com/profile_background_images/9051184/TwitBG.jpg,False,https://pbs.twimg.com/profile_banners/17529875/1506342643,http://pbs.twimg.com/profile_images/3214486111/0b157507d6f56534c5753d4282b2ceaa_normal.jpeg,https://pbs.twimg.com/profile_images/3214486111/0b157507d6f56534c5753d4282b2ceaa_normal.jpeg,9D582E,D9B17E,EADEAA,333333,True,False,mom2giqm,24366,America/New_York,none,https://t.co/Mk2tCoXW2i,-14400,False,0
False,Thu Nov 27 00:51:47 +0000 2008,False,False,"New York native, Vancouver transplant. Temporarily in Costa Rica. Technical lead at Ganchrow Scientific.",{'urls': []},1561,False,720,False,637,True,False,17664908,17664908,False,False,en,61,"Escazu, Costa Rica",Andrew Eisenberg,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,https://pbs.twimg.com/profile_banners/17664908/1432425240,http://pbs.twimg.com/profile_images/856689651700117504/3dUWKMd0_normal.jpg,https://pbs.twimg.com/profile_images/856689651700117504/3dUWKMd0_normal.jpg,D02B55,829D5E,99CC33,3E4415,True,False,werdnagreb,4297,Pacific Time (US & Canada),none,,-25200,False,0
False,Tue Dec 09 01:54:21 +0000 2008,False,False,"Host of YourVoice™ America at https://t.co/nPSOgFzEwE,  Mon-Fri 7pm ET #TrustTrump","{'urls': [{'url': 'https://t.co/nPSOgFzEwE', 'indices': [30, 53], 'expanded_url': 'http://pscp.tv/yourvoiceamerica', 'display_url': 'pscp.tv/yourvoiceameri…'}]}",20180,False,354824,False,8697,True,True,17980523,17980523,False,False,en,3170,"West Palm Beach, FL",Bill Mitchell,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/17980523/1521322240,http://pbs.twimg.com/profile_images/932402038062964737/yPbsE9Yb_normal.jpg,https://pbs.twimg.com/profile_images/932402038062964737/yPbsE9Yb_normal.jpg,ABB8C2,000000,000000,000000,False,False,mitchellvii,115212,Eastern Time (US & Canada),none,https://t.co/9CnMPoreW4,-14400,True,0
